DepMap_ID,stripped_cell_line_name,CCLE_Name,alias,COSMIC_ID,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,disease,disease_subtype,age,Sanger_model_ID,additional_info
ACH-000945,NCIH650,NCIH650_LUNG,,722066.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,ATCC,,,,,,CVCL_1575,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM01124,
ACH-000946,HEC265,HEC265_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,HSRRB,2.0,-3.59520845,Adherent,EMEM; 15% FBS,16.2,CVCL_2928,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,
ACH-000947,OVK18,OVK18_OVARY,,1480371.0,ovary,ovary_adenocarcinoma,endometrioid,,Female,RIKEN,3.0,-4.4573856,Adherent,MEM10,17.7,CVCL_3770,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",,SIDM00238,
ACH-000948,2313287,2313287_STOMACH,,910924.0,gastric,gastric_adenocarcinoma,,,Male,DSMZ,2.0,-4.339057983,Adherent,RPMI-1640: 10%FBS,22,CVCL_1046,stomach,Primary,Gastric Cancer,Adenocarcinoma,72.0,SIDM00980,
ACH-000949,TGBC11TKB,TGBC11TKB_STOMACH,,909770.0,gastric,gastric_adenocarcinoma,,,Female,RIKEN,,,,,,CVCL_1768,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,,SIDM00251,
ACH-000950,LOVO,LOVO_LARGE_INTESTINE,,907790.0,colorectal,colorectal_adenocarcinoma,,MSI,Male,ATCC,3.0,-2.1635840969999998,Adherent,F12; 10% FBS; 2mMGlutamax-1; 1500mg/L NaHCO3 (2 vols of 100X),46.6,CVCL_0399,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,56.0,SIDM00839,
ACH-000951,NCIH2342,NCIH2342_LUNG,,687819.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,ATCC,,,,,,CVCL_1549,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55.0,SIDM00727,
ACH-000952,MDAPCA2B,MDAPCA2B_PROSTATE,,,prostate,prostate_adenocarcinoma,,,Male,ATCC,,,,,,CVCL_4748,bone,Metastasis,Prostate Cancer,Adenocarcinoma,63.0,,
ACH-000953,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743.0,blood,ALL,t_cell,,Male,ATCC,2.0,-2.701495375,Suspension,RPMI; 10% FBS,7.1,CVCL_1714,pleural_effusion,Metastasis,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",8.0,SIDM01154,
ACH-000954,HEC1A,HEC1A_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,ATCC,0.0,-1.8305332840000001,,,,CVCL_0293,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,71.0,SIDM00595,
ACH-000955,SNU407,SNU407_LARGE_INTESTINE,,1660034.0,colorectal,colorectal_adenocarcinoma,,MSI,Male,KCLB,,,,,,CVCL_5058,soft_tissue,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,37.0,SIDM00214,
ACH-000956,22RV1,22RV1_PROSTATE,22-RV1,924100.0,prostate,prostate_adenocarcinoma,,,Male,ATCC,,,,,,CVCL_1045,prostate,Primary,Prostate Cancer,Adenocarcinoma,,SIDM00499,
ACH-000957,LS180,LS180_LARGE_INTESTINE,,998189.0,colorectal,colorectal_adenocarcinoma,,MSI,Female,ATCC,2.0,-2.647049754,Adherent,"EMEM, 10%FBS",47,CVCL_0397,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,58.0,SIDM00680,
ACH-000958,SW48,SW48_LARGE_INTESTINE,,909751.0,colorectal,colorectal_adenocarcinoma,,MSI,Female,ATCC,2.0,-2.542591961,Semi-adherent,RPMI-1640: 90.0%,35.8,CVCL_1724,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,82.0,SIDM00837,
ACH-000959,SNUC4,SNUC4_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,MSI,Male,KCLB,2.0,-4.111999881,Suspension,"RPMI; 10% heat inactive  fetal bovine serum (FBS); L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3",43,CVCL_5111,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,35.0,SIDM00500,
ACH-000960,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909696.0,blood,ALL,b_cell,,Female,ATCC,2.0,-4.1267401360000004,Suspension,RPMI; 10% FBS,35,CVCL_1650,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",15.0,SIDM00447,
ACH-000961,ISHIKAWAHERAKLIO02ER,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,ECACC,2.0,-2.975242628,,Minimum Essential Media (MEM): 90.0%,56.3,CVCL_6543,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,39.0,SIDM00037,
ACH-000962,OC314,OC314_OVARY,,909257.0,ovary,ovary_adenocarcinoma,clear_cell,,Female,ICLC,,,,,,CVCL_1616,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, clear cell",39.0,SIDM00220,
ACH-000963,CCK81,CCK81_LARGE_INTESTINE,,1240123.0,colorectal,colorectal_adenocarcinoma,,MSI,Female,HSRRB,3.0,-1.64134996,Adherent,"EMEM, 10%FBS",49.9,CVCL_2873,large_intestine,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00487,
ACH-000964,MOLT3,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,t_cell,,Male,NIBRI,,,,,,CVCL_0624,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",19.0,SIDM00153,
ACH-000965,RL952,RL952_ENDOMETRIUM,,930082.0,uterus,endometrial_adenosquamous,,,Female,ATCC,2.0,-4.896968748,Adherent,"DMEM:HAM's F12  1:1;5% FBS; .005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite, 10 nM hydrocortisone, 10 nM beta estradiol, 10 mM HEPES, 2 mM L-glutamine",40.2,CVCL_0505,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenosquamous Carcinoma,65.0,SIDM01088,
ACH-000966,IGROV1,IGROV1_OVARY,,905968.0,ovary,ovary_adenocarcinoma,mixed_endometrioid_clear_cell,,Female,NCI/DCTD,,,,,,CVCL_1304,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mixed",47.0,SIDM00151,
ACH-000967,SNUC2A,SNUC2A_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,MSI,Female,ATCC,,,,,,CVCL_1709,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,43.0,SIDM00780,
ACH-000968,COLO792,COLO792_SKIN,,906814.0,skin,melanoma,,,Male,ECACC,2.0,-3.927769548,Adherent,RPMI;10% FBS;,36.8,CVCL_1134,central_nervous_system,Metastasis,Skin Cancer,Melanoma,62.0,SIDM00140,
ACH-000969,KM12,KM12_LARGE_INTESTINE,,905989.0,colorectal,colorectal_adenocarcinoma,,MSI,Unknown,JCRB,3.0,-3.31623642,Semi-Adherent,R10,19.9,CVCL_1331,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00150,
ACH-000970,SNUC5,SNUC5_LARGE_INTESTINE,,1674021.0,colorectal,colorectal_adenocarcinoma,,,Female,KCLB,,,,,,CVCL_5112,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,77.0,SIDM00498,
ACH-000971,HCT116,HCT116_LARGE_INTESTINE,,905936.0,colorectal,colorectal_adenocarcinoma,,MSI,Male,ATCC,,,,,,CVCL_0291,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00783,
ACH-000972,HEC151,HEC151_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,HSRRB,,,,,,CVCL_2925,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,
ACH-000973,639V,639V_URINARY_TRACT,,906798.0,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Male,ATCC,1.0,-5.772209959,Adherent,DMEM; 10% FBS,20.3,CVCL_1048,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,69.0,SIDM00999,
ACH-000974,SNGM,SNGM_ENDOMETRIUM,,909735.0,uterus,endometrial_adenocarcinoma,,,Female,HSRRB,2.0,-3.4898686530000003,Adherent,Ham F-12: 80.0%,9.8,CVCL_1707,lymph_node,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,52.0,SIDM00373,
ACH-000975,HCC2450,HCC2450_LUNG,,,lung,NSCLC,NSCLC_squamous,,Male,Academic lab,2.0,-4.884794723,Adherent,RPMI; 10% FBS,29.2,CVCL_5133,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",52.0,,
ACH-000976,HUCCT1,HUCCT1_BILIARY_TRACT,,907069.0,bile_duct,cholangiocarcinoma,intrahepatic,,Male,HSRRB,2.0,-3.66861864,Adherent,RPMI-1640: 90.0%,8.6,CVCL_0324,ascites,Metastasis,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00587,
ACH-000977,LNCAPCLONEFGC,LNCAPCLONEFGC_PROSTATE,"LNCAPCLONEFGC, LN-Cap-cloneFGC, LNCaP clone FGC",907788.0,prostate,prostate_adenocarcinoma,,,Male,ATCC,2.0,-3.440763332,Adherent,RPMI; 10% Serum,2.8,CVCL_1379,lymph_node,Metastasis,Prostate Cancer,Adenocarcinoma,50.0,SIDM00683,
ACH-000978,EN,EN_ENDOMETRIUM,,1240127.0,uterus,endometrial_adenocarcinoma,,,Female,DSMZ,2.0,-1.994358019,Adherent,RPMI-1640: 10%FBS,28,CVCL_2034,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,50.0,SIDM01045,
ACH-000979,DU145,DU145_PROSTATE,,905935.0,prostate,prostate_adenocarcinoma,,,Male,ATCC,,,,,,CVCL_0105,central_nervous_system,Metastasis,Prostate Cancer,Adenocarcinoma,69.0,SIDM00120,
ACH-000980,NCIH1155,NCIH1155_LUNG,,908467.0,lung,NSCLC,NSCLC_large_cell,,Male,ATCC,2.0,-6.519505145,Adherent,DMEM:F12 (1:1); 10% FBS+NEAA,25.8,CVCL_1456,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",36.0,SIDM00651,
ACH-000981,DND41,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297446.0,blood,ALL,t_cell,,Male,DSMZ,0.0,-0.6435258103,,,,CVCL_2022,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",13.0,SIDM00946,
ACH-000982,GP2D,GP2D_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,MSI,Female,ECACC,,,,,,CVCL_2450,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,71.0,SIDM00536,
ACH-000983,KCL22,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330931.0,blood,CML,blast_crisis,,Female,DSMZ,2.0,-4.61841261,Suspension,RPMI-1640: 90.0%,22,CVCL_2091,pleural_effusion,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",32.0,SIDM01004,
ACH-000984,HEC6,HEC6_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,HSRRB,2.0,-2.901677711,Adherent,EMEM; 15% FBS,38.1,CVCL_2931,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,
ACH-000985,LS411N,LS411N_LARGE_INTESTINE,,907794.0,colorectal,colorectal_adenocarcinoma,,MSI,Male,ATCC,,,,,,CVCL_1385,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,32.0,SIDM00660,
ACH-000986,HT115,HT115_LARGE_INTESTINE,,907289.0,colorectal,colorectal_adenocarcinoma,,,Unknown,ECACC,3.0,-3.725469337,Adherent,"DMEM;15%FBS, 2mMGlutamax-1",29.8,CVCL_2520,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00534,
ACH-000987,MEWO,MEWO_SKIN,,908128.0,skin,melanoma,,,Male,ATCC,,,,,,CVCL_0445,lymph_node,Metastasis,Skin Cancer,Melanoma,78.0,SIDM00545,
ACH-000988,MFE319,MFE319_ENDOMETRIUM,,1240174.0,uterus,endometrial_adenocarcinoma,,,Female,DSMZ,2.0,-3.847534398,Adherent,40% RPMI 1640 + 40% MEM (with Earle's salts) + 20% h.i. FBS,42.1,CVCL_2112,endometrium,,Endometrial/Uterine Cancer,,81.0,SIDM00333,
ACH-000989,SNU175,SNU175_LARGE_INTESTINE,,1659928.0,colorectal,colorectal_adenocarcinoma,mucinous,MSI,Female,KCLB,,,,,,CVCL_5031,abdomen,Metastasis,Colon/Colorectal Cancer,"Adenocarcinoma, mucinous",56.0,SIDM00216,
ACH-000990,HEC108,HEC108_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,HSRRB,,,,,,CVCL_2923,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,
ACH-000991,SNU81,SNU81_LARGE_INTESTINE,,1660036.0,colorectal,colorectal_adenocarcinoma,,,Male,KCLB,,,,,,CVCL_5098,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,53.0,SIDM00193,
ACH-000992,BICR18,BICR18_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_squamous,,,Male,ECACC,,,,,,CVCL_2309,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,,,
ACH-000993,JHUEM7,JHUEM7_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,RIKEN,2.0,-3.708862615,Adherent,"DMEM/F-12 (1:1),10%FBS,Plus NEAA",30.2,CVCL_4658,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,58.0,,
ACH-000994,HEC59,HEC59_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,HSRRB,2.0,-3.891988092,Adherent,EMEM; 15% FBS;,33.5,CVCL_2930,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,
ACH-000995,JURKAT,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184.0,blood,ALL,t_cell,,Male,DSMZ,2.0,-2.5561946019999997,Adherent,RPMI-1640 +10% FBS,18.8,CVCL_0065,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01016,
ACH-000996,HEC251,HEC251_ENDOMETRIUM,,,uterus,endometrial_adenocarcinoma,,,Female,HSRRB,2.0,-2.951190678,Adherent,EMEM;0.15% FBS;,17.4,CVCL_2927,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,
ACH-000997,HCT15,HCT15_LARGE_INTESTINE,,905937.0,colorectal,colorectal_adenocarcinoma,,MSI,Male,ATCC,,,,,,CVCL_0292,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00789,
ACH-000998,CW2,CW2_LARGE_INTESTINE,,910554.0,colorectal,colorectal_adenocarcinoma,,MSI,Female,RIKEN,0.0,-0.1933904045,,,,CVCL_1151,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,55.0,SIDM00282,
ACH-000999,SNU1040,SNU1040_LARGE_INTESTINE,,1659823.0,colorectal,colorectal_adenocarcinoma,,MSI,Male,KCLB,,,,,,CVCL_5003,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,34.0,SIDM00217,
ACH-001000,1321N1,1321N1_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,astrocytoma,,Male,ECACC,,,,,,CVCL_0110,central_nervous_system,,Brain Cancer,Astrocytoma,,,
ACH-001001,143B,143B_BONE,,,bone,osteosarcoma,,,Female,ATCC,1.0,-4.611524004,Adherent,EMEM; 10% FBS; 0.015 mg/ml 5-bromo-2'-seoxyuridine,11,CVCL_2270,bone,Primary,Bone Cancer,Osteosarcoma,13.0,SIDM00804,
ACH-001002,451LU,451LU_SKIN,,1287706.0,skin,melanoma,,,Male,,,,,,,CVCL_6357,lymph_node,Metastasis,Skin Cancer,Melanoma,,SIDM01240,
ACH-001007,A673STAG2KO16,A673STAG2KO16_ENGINEERED,A673-STAG2-KO-16,,engineered_bone,Ewing_sarcoma,,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,
ACH-001008,A673STAG2KO45,A673STAG2KO45_ENGINEERED,A673-STAG2-KO-45,,engineered_bone,Ewing_sarcoma,,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,
ACH-001009,A673STAG2NT14,A673STAG2NT14_ENGINEERED,A673-STAG2-NT-14,,engineered_bone,Ewing_sarcoma,,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,
ACH-001010,A673STAG2NT23,A673STAG2NT23_ENGINEERED,A673-STAG2-NT-23,,engineered_bone,Ewing_sarcoma,,,Unknown,Academic lab,,,,,,,engineered,,Engineered,Ewings Sarcoma,,,
ACH-001011,ACCS,ACCS_URINARY_TRACT,,,urinary_tract,bladder_carcinoma,,,Female,,,,,,,CVCL_6876,urinary_tract,,Bladder Cancer,Carcinoma,81.0,SIDM01166,
ACH-001015,AZ521,AZ521_SMALL_INTESTINE,,,gastric,duodenal_adenocarcinoma,,,Male,Sigma-Aldrich,,,,,,CVCL_2862,stomach,,Gastric Cancer,Duodenal Adenocarcinoma,,,
ACH-001016,BECKER,BECKER_CENTRAL_NERVOUS_SYSTEM,,906746.0,central_nervous_system,glioma,,,Male,HSRRB,,,,,,CVCL_1093,central_nervous_system,,Brain Cancer,Glioma,57.0,SIDM00490,
ACH-001017,BGC823,BGC823_STOMACH,,,gastric,gastric_adenocarcinoma,,,Male,,,,,,,CVCL_3360,stomach,,Gastric Cancer,Adenocarcinoma,62.0,,
ACH-001018,BJHTERT,BJHTERT_FIBROBLAST,,,fibroblast,,,,Unknown,Academic lab,,,,,,CVCL_6573,fibroblast,,Fibroblast,,,,
ACH-001020,BT16,BT16_SOFT_TISSUE,,,soft_tissue,ATRT,,,Male,Academic lab,2.0,-2.031638342,Adherent,DMEM; 10% FBS,52.3,CVCL_M156,soft_tissue,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),2.0,,
ACH-001021,C3A,C3A_LIVER,,910850.0,liver,hepatocellular_carcinoma,,,Male,ATCC,,,,,,CVCL_1098,liver,,Liver Cancer,Hepatocellular Carcinoma,15.0,SIDM01237,
ACH-001022,CBAGPN,CBAGPN_BONE,CB-AGPN,,bone,Ewing_sarcoma,,,Unknown,Academic lab,,,,,,CVCL_X981,bone,,Bone Cancer,Ewings Sarcoma,,,
ACH-001023,CGTHW1,CGTHW1_THYROID,,910568.0,thyroid,thyroid_carcinoma,follicular,,Unknown,DSMZ,,,,,,CVCL_1120,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, follicular",70.0,SIDM01248,
ACH-001024,CHL1,CHL1_SKIN,HMCB,910853.0,skin,melanoma,,,Female,ATCC,,,,,,CVCL_1122,pleural_effusion,Metastasis,Skin Cancer,Melanoma,,SIDM01228,
ACH-001028,CHLA06ATRT,CHLA06ATRT_SOFT_TISSUE,,,soft_tissue,ATRT,,,Female,Academic lab,2.0,-5.765942073,Mixed Adherent and Suspension,IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium,45.2,CVCL_AQ42,central_nervous_system,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),0.33,,
ACH-001029,CHLA10,CHLA10_BONE,,,bone,Ewing_sarcoma,,EWS_FLI,Female,Children's Oncology Group,,,,,,CVCL_6583,lymph_node,,Bone Cancer,Ewings Sarcoma,14.0,,
ACH-001030,CHLA218,CHLA218_BONE,,,bone,Ewing_sarcoma,,,Female,Children's Oncology Group,,,,,,CVCL_0B48,bone,,Bone Cancer,Ewings Sarcoma,,,
ACH-001031,CHLA266,CHLA266_SOFT_TISSUE,,,soft_tissue,ATRT,,,Female,Children's Oncology Group,2.0,-4.181539677,Adherent,"Iscove (IMDM): 20%FBS: 2mMGlutamax; 005 mg/ml insulin, .01 mg/ml transferrin, 30nM sodium selenite",35.8,CVCL_M149,soft_tissue,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),2.5,,
ACH-001032,CHLA32,CHLA32_BONE,,,bone,Ewing_sarcoma,,EWS_FLI,Female,Children's Oncology Group,,,,,,CVCL_M151,bone,,Bone Cancer,Ewings Sarcoma,8.5,,
ACH-001033,CHLA57,CHLA57_BONE,,,bone,Ewing_sarcoma,,,Unknown,Children's Oncology Group,2.0,-1.960890971,Suspension,IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium,45.5,CVCL_0B49,bone,,Bone Cancer,Ewings Sarcoma,,,
ACH-001034,CHLA9,CHLA9_BONE,,,bone,Ewing_sarcoma,,EWS_FLI,Female,Children's Oncology Group,,,,,,CVCL_M150,bone,,Bone Cancer,Ewings Sarcoma,14.0,,
ACH-001035,CHLA99,CHLA99_BONE,,,bone,Ewing_sarcoma,,EWS_FLI,Male,Children's Oncology Group,,,,,,CVCL_0B50,bone,,Bone Cancer,Ewings Sarcoma,,,
ACH-001036,CMK115,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Male,HSRRB,,,,,,CVCL_0217,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,SIDM01235,
ACH-001037,CMK86,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,,,Male,HSRRB,,,,,,CVCL_2804,haematopoietic_and_lymphoid_tissue,,Leukemia,Acute Myelogenous Leukemia (AML),,,
ACH-001038,COGE352,COGE352_BONE,COG-E-352,,bone,Ewing_sarcoma,,EWS_ERG,Male,Children's Oncology Group,2.0,-5.294465165,Light Adherent or Suspension,IMDM + 20% FBS + 4mM Glutamine + 1X Insulin-Transferrin-Selenium,1.8,CVCL_M153,haematopoietic_and_lymphoid_tissue,,Bone Cancer,Ewings Sarcoma,17.0,,
ACH-001039,COLO205,COLO205_LARGE_INTESTINE,,905961.0,colorectal,colorectal_adenocarcinoma,,,Male,ATCC,,,,,,CVCL_0218,ascites,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,70.0,SIDM00826,
ACH-001041,COLO699,COLO699_LUNG,,,lung,NSCLC,NSCLC_adenocarcinoma,,Female,DSMZ,,,,,,CVCL_1992,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",57.0,SIDM00911,
ACH-001042,COLO704,COLO704_OVARY,,,ovary,ovary_adenocarcinoma,,,Female,DSMZ,,,,,,CVCL_1994,ascites,Metastasis,Ovarian Cancer,Adenocarcinoma,46.0,,
ACH-001043,COLO775,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Unknown,,,,,,,CVCL_1996,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,57.0,,
ACH-001044,COLO818,COLO818_SKIN,,,skin,melanoma,,,Male,DSMZ,,,,,,CVCL_1998,skin,Metastasis,Skin Cancer,Melanoma,,SIDM01153,
ACH-001045,COLO849,COLO849_SKIN,,,skin,melanoma,,,Unknown,DSMZ,,,,,,CVCL_2002,lymph_node,Metastasis,Skin Cancer,Melanoma,,,
ACH-001047,CORL51,CORL51_LUNG,,,lung,SCLC,,,Male,,,,,,,CVCL_2416,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),71.0,,
ACH-001048,COV504,COV504_OVARY,,,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,ECACC,2.0,-4.754985781,Adherent,DMEM; 10% FBS; 2mM L-glutamine,13,CVCL_2424,pleural_effusion,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,
ACH-001049,CPCN,CPCN_LUNG,CPC-N,753547.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1146,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00953,
ACH-001050,CW9019,CW9019_SOFT_TISSUE,,,soft_tissue,rhabdomyosarcoma,alveolar,,Unknown,Academic lab,2.0,-3.57014403,Adherent,DMEM HG; 10%FBS,19.3,CVCL_N820,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,
ACH-001052,D384,D384_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp,Unknown,Academic lab,,,,,,CVCL_1157,central_nervous_system,,Brain Cancer,Medulloblastoma,,,
ACH-001053,D425,D425_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp,Unknown,Academic lab,3.0,-2.8529081689999995,Semi-Adherent,"DMEM; 10% FBS; 2mM L-glutamine, 2mM sodium pyruvate",21.8,CVCL_1275,central_nervous_system,,Brain Cancer,Medulloblastoma,,,
ACH-001054,D458,D458_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,medulloblastoma,med_group_3,MYC_amp,Unknown,Academic lab,3.0,-3.7082730369999997,Semi-Adherent,DMEM:F12 (1:1); 15% FBS,26.4,CVCL_1161,central_nervous_system,,Brain Cancer,Medulloblastoma,,,
ACH-001055,D556,D556_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,medulloblastoma,,,Unknown,Academic lab,,,,,,CVCL_1165,central_nervous_system,,Brain Cancer,Medulloblastoma,,,
ACH-001057,DERL2,DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Male,Academic lab,,,,,,CVCL_2016,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,30.0,,
ACH-001059,DL,DL_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Unknown,Academic lab,,,,,,CVCL_U760,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-001060,DL40,DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DL-40,,lymphocyte,lymphoma_unspecified,t_cell,,Female,Academic lab,,,,,,CVCL_2889,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,64.0,,
ACH-001061,DLD1,DLD1_LARGE_INTESTINE,,,colorectal,colorectal_adenocarcinoma,,,Male,ATCC,3.0,-4.913825702,Adherent,RPMI 1640 + 10% FBS,25.9,CVCL_0248,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00787,
ACH-001063,DOV13,DOV13_OVARY,,1479987.0,ovary,ovary_adenocarcinoma,,,Female,Academic lab,,,,,,CVCL_6774,ovary,Primary,Ovarian Cancer,Adenocarcinoma,,SIDM00969,
